Date	Close	Volume
2020-07-10	213.669998168945	26177600
2020-07-13	207.070007324219	38135600
2020-07-14	208.350006103516	37591800
2020-07-15	208.039993286133	32179400
2020-07-16	203.919998168945	29940700
2020-07-17	202.880004882812	31635300
2020-07-20	211.600006103516	36884800
2020-07-21	208.75	37990400
2020-07-22	211.75	49605700
2020-07-23	202.539993286133	67457000
2020-07-24	201.300003051758	39827000
2020-07-27	203.850006103516	30160900
2020-07-28	202.020004272461	23251400
2020-07-29	204.059997558594	19632600
2020-07-30	203.899993896484	25079600
2020-07-31	205.009994506836	51044000
2020-08-03	216.539993286133	78983000
2020-08-04	213.289993286133	49280100
2020-08-05	212.940002441406	28806400
2020-08-06	216.350006103516	32656800
2020-08-07	212.479995727539	27820400
2020-08-10	208.25	36716500
2020-08-11	203.380004882812	36446500
2020-08-12	209.190002441406	28013100
2020-08-13	208.699996948242	22588900
2020-08-14	208.899993896484	17958900
2020-08-17	210.279998779297	20184800
2020-08-18	211.490005493164	21336200
2020-08-19	209.699996948242	27627600
2020-08-20	214.580001831055	26981500
2020-08-21	213.020004272461	36249300
2020-08-24	213.690002441406	25460100
2020-08-25	216.470001220703	23043700
2020-08-26	221.149993896484	39600800
2020-08-27	226.580001831055	57602200
2020-08-28	228.910003662109	26292900
2020-08-31	225.529998779297	28774200
2020-09-01	227.270004272461	25725500
2020-09-02	231.649993896484	34080800
2020-09-03	217.300003051758	58400300
2020-09-04	214.25	59664100
2020-09-08	202.660003662109	52924300
2020-09-09	211.289993286133	45679000
2020-09-10	205.369995117187	35461500
2020-09-11	204.029998779297	33620100
2020-09-14	205.410003662109	30375800
2020-09-15	208.779998779297	21823900
2020-09-16	205.050003051758	26328100
2020-09-17	202.910003662109	34011300
2020-09-18	200.389999389648	55225300
2020-09-21	202.539993286133	39839700
2020-09-22	207.419998168945	33517100
2020-09-23	200.589996337891	30803800
2020-09-24	203.190002441406	31202500
2020-09-25	207.820007324219	29437300
2020-09-28	209.440002441406	32004900
2020-09-29	207.259994506836	24221900
2020-09-30	210.330001831055	33829100
2020-10-01	212.460006713867	27158400
2020-10-02	206.190002441406	33154800
2020-10-05	210.380004882813	21331600
2020-10-06	205.910003662109	28554300
2020-10-07	209.830001831055	25681100
2020-10-08	210.580001831055	19925800
2020-10-09	215.809997558594	26458000
2020-10-12	221.399993896484	40461400
2020-10-13	222.860000610352	28950800
2020-10-14	220.860000610352	23421700
2020-10-15	219.660003662109	22733100
2020-10-16	219.660003662109	26057900
2020-10-19	214.220001220703	27625800
2020-10-20	214.649993896484	22753500
2020-10-21	214.800003051758	22724900
2020-10-22	214.889999389648	22351500
2020-10-23	216.229995727539	18879600
2020-10-26	210.080001831055	37111600
2020-10-27	213.25	36700300
2020-10-28	202.679992675781	51195600
2020-10-29	204.720001220703	31432600
2020-10-30	202.470001220703	36953700
2020-11-02	202.330001831055	30842200
2020-11-03	206.429992675781	27512000
2020-11-04	216.389999389648	42311800
2020-11-05	223.289993286133	36080100
2020-11-06	223.720001220703	25231900
2020-11-09	218.389999389648	44395000
2020-11-10	211.009994506836	44045100
2020-11-11	216.550003051758	29440800
2020-11-12	215.440002441406	21593900
2020-11-13	216.509994506836	18621100
2020-11-16	217.229995727539	24953300
2020-11-17	214.460006713867	24154100
2020-11-18	211.080001831055	28372800
2020-11-19	212.419998168945	24792700
2020-11-20	210.389999389648	22843100
2020-11-23	210.110000610352	25683500
2020-11-24	213.860000610352	33979700
2020-11-25	213.869995117187	21012900
2020-11-27	215.229995727539	14512200
2020-11-30	214.070007324219	33064800
2020-12-01	216.210006713867	30904500
2020-12-02	215.369995117187	23724500
2020-12-03	214.240005493164	25120900
2020-12-04	214.360000610352	24666000
2020-12-07	214.289993286133	24620000
2020-12-08	216.009994506836	23284100
2020-12-09	211.800003051758	32440600
2020-12-10	210.520004272461	26733300
2020-12-11	213.259994506836	30979400
2020-12-14	214.199996948242	28798400
2020-12-15	214.130004882812	27000600
2020-12-16	219.279998779297	35023300
2020-12-17	219.419998168945	32515800
2020-12-18	218.589996337891	63354900
2020-12-21	222.589996337891	37181900
2020-12-22	223.940002441406	22612200
2020-12-23	221.020004272461	18699600
2020-12-24	222.75	10550600
2020-12-28	224.960006713867	17933500
2020-12-29	224.149993896484	17403200
2020-12-30	221.679992675781	20272300
2020-12-31	222.419998168945	20942100
