Date	Adj Close
2021/6/14	129.9293976
2021/6/15	129.0929413
2021/6/16	129.6007843
2021/6/17	131.2338562
2021/6/18	129.9095001
2021/6/21	131.7416992
2021/6/22	133.4146118
2021/6/23	133.1358032
2021/6/24	132.8470459
2021/6/25	132.5482941
2021/6/28	134.2112579
2021/6/29	135.7546997
2021/6/30	136.3820496
2021/7/1	136.6907501
2021/7/2	139.3694
2021/7/6	141.4207153
2021/7/7	143.9599457
2021/7/8	142.6355438
2021/7/9	144.4976501
2021/7/12	143.8902283
2021/7/13	145.0254211
2021/7/14	148.5205841
2021/7/15	147.8534241
2021/7/16	145.7722473
2021/7/19	141.8488922
2021/7/20	145.5332489
2021/7/21	144.786438
2021/7/22	146.1805267
2021/7/23	147.9330902
2021/7/26	148.3612976
2021/7/27	146.1506653
2021/7/28	144.3682098
2021/7/29	145.0254211
2021/7/30	145.2445068
2021/8/2	144.9059296
2021/8/3	146.7381744
2021/8/4	146.329895
2021/8/5	146.4394226
2021/8/6	145.741333
2021/8/9	145.6914673
2021/8/10	145.2028198
2021/8/11	145.4621124
2021/8/12	148.4838409
2021/8/13	148.6932678
2021/8/16	150.7077484
2021/8/17	149.780304
2021/8/18	145.9607391
2021/8/19	146.2998199
2021/8/20	147.7857513
2021/8/23	149.3016205
2021/8/24	149.2118378
2021/8/25	147.9552765
2021/8/26	147.1375275
2021/8/27	148.1946411
2021/8/30	152.7022858
2021/8/31	151.4158173
2021/9/1	152.0939636
2021/9/2	153.2308502
2021/9/3	153.8790894
2021/9/7	156.2625732
2021/9/8	154.6868744
2021/9/9	153.6497192
2021/9/10	148.5636139
2021/9/13	149.1420441
2021/9/14	147.7159271
2021/9/15	148.6234589
2021/9/16	148.3840942
2021/9/17	145.6615601
2021/9/20	142.5500641
2021/9/21	143.0387268
2021/9/22	145.4521332
2021/9/23	146.4294586
2021/9/24	146.5192108
2021/9/27	144.9734497
2021/9/28	141.5228882
2021/9/29	142.4403687
2021/9/30	141.1139984
2021/10/1	142.260849
2021/10/4	138.760437
2021/10/5	140.7250671
2021/10/6	141.6126404
2021/10/7	142.8991089
2021/10/8	142.5101624
2021/10/11	142.4204254
2021/10/12	141.1239624
2021/10/13	140.5256042
2021/10/14	143.3678284
2021/10/15	144.4448853
2021/10/18	146.1502228
2021/10/19	148.354187
2021/10/20	148.852829
2021/10/21	149.0722351
2021/10/22	148.2843933
2021/10/25	148.2345276
2021/10/26	148.912674
2021/10/27	148.4439545
2021/10/28	152.1538086
2021/10/29	149.3913574
2021/11/1	148.5536499
2021/11/2	149.6107635
2021/11/3	151.0767517
2021/11/4	150.5481873
2021/11/5	151.0875092
2021/11/8	150.2485809
2021/11/9	150.618103
2021/11/10	147.731781
2021/11/11	147.681839
2021/11/12	149.7991486
2021/11/15	149.8091278
2021/11/16	150.8078613
2021/11/17	153.294693
2021/11/18	157.6691132
2021/11/19	160.3457184
2021/11/22	160.8151093
2021/11/23	161.2046204
2021/11/24	161.7339478
2021/11/26	156.6104736
2021/11/29	160.0361023
2021/11/30	165.0896759
2021/12/1	164.5603485
2021/12/2	163.5516205
2021/12/3	161.6340637
2021/12/6	165.1096497
2021/12/7	170.9621735
2021/12/8	174.8572235
2021/12/9	174.3378754
2021/12/10	179.2216644
2021/12/13	175.5163879
2021/12/14	174.1081848
2021/12/15	179.0718536
2021/12/16	172.040802
2021/12/17	170.9222412
2021/12/20	169.5339966
2021/12/21	172.7698822
2021/12/22	175.4165039
2021/12/23	176.0556946
2021/12/27	180.1005402
2021/12/28	179.0618591
2021/12/29	179.1517487
2021/12/30	177.9732513
2021/12/31	177.3440552
